,loss,accuracy,val_loss,val_accuracy
0,0.9541451334953308,0.454800009727478,0.9337457418441772,0.5270000100135803
1,0.8296352624893188,0.5306000113487244,0.8509964346885681,0.5559999942779541
2,0.7909003496170044,0.5830000042915344,0.8847803473472595,0.5559999942779541
3,0.7603614926338196,0.6096000075340271,0.7777195572853088,0.6269999742507935
4,0.7304738759994507,0.6269999742507935,0.8021003007888794,0.609000027179718
5,0.696388304233551,0.6496000289916992,0.6353830695152283,0.722000002861023
6,0.6643925309181213,0.6777999997138977,0.6789229512214661,0.6890000104904175
7,0.6405960917472839,0.6977999806404114,0.622054934501648,0.718999981880188
8,0.6232298612594604,0.7094188332557678,0.6636286973953247,0.6769999861717224
9,0.5868931412696838,0.7372000217437744,0.5886715054512024,0.7369999885559082
10,0.5752240419387817,0.7293999791145325,0.5366186499595642,0.7699999809265137
11,0.5590344667434692,0.7501999735832214,0.5666911602020264,0.7490000128746033
12,0.5306441783905029,0.760921835899353,0.8066766858100891,0.6890000104904175
13,0.5222029685974121,0.7721999883651733,0.6112807393074036,0.7509999871253967
14,0.4964722692966461,0.7832000255584717,0.7207801342010498,0.7039999961853027
15,0.47087109088897705,0.7942000031471252,0.6248525977134705,0.7509999871253967
16,0.48402735590934753,0.7993999719619751,0.5276620984077454,0.7850000262260437
17,0.4485904574394226,0.8108216524124146,0.47690197825431824,0.800000011920929
18,0.44308146834373474,0.8086172342300415,0.47751766443252563,0.8140000104904175
19,0.4080396592617035,0.8289999961853027,0.501020073890686,0.8040000200271606
20,0.4320632517337799,0.8140280842781067,0.5760617256164551,0.7590000033378601
21,0.38443052768707275,0.8381999731063843,0.5351319313049316,0.7720000147819519
22,0.40436050295829773,0.8312000036239624,0.4083860218524933,0.8330000042915344
23,0.3925414979457855,0.8362725377082825,0.40541380643844604,0.8309999704360962
24,0.39439478516578674,0.8352000117301941,0.4685126841068268,0.8130000233650208
25,0.367343008518219,0.842199981212616,0.46822696924209595,0.7879999876022339
26,0.35015636682510376,0.851703405380249,0.4139472246170044,0.8240000009536743
27,0.357406347990036,0.8527054190635681,0.4409977197647095,0.8190000057220459
28,0.3505726754665375,0.8561999797821045,0.4690585434436798,0.8040000200271606
29,0.34913185238838196,0.8541082143783569,0.3509265184402466,0.8579999804496765
