,loss,accuracy,val_loss,val_accuracy
0,0.960630476474762,0.46140000224113464,0.9911883473396301,0.492000013589859
1,0.9121391177177429,0.473547101020813,0.8793662786483765,0.4519999921321869
2,0.8553889393806458,0.4968000054359436,0.8266978859901428,0.5529999732971191
3,0.8312937617301941,0.5357999801635742,0.8296525478363037,0.5640000104904175
4,0.7975632548332214,0.5669999718666077,0.8274583220481873,0.5929999947547913
5,0.7480635046958923,0.6132264733314514,0.8751227855682373,0.5509999990463257
6,0.7053616046905518,0.6478958129882812,0.7435858249664307,0.6579999923706055
7,0.7032381892204285,0.6638000011444092,0.6986873745918274,0.6539999842643738
8,0.6921342611312866,0.6681362986564636,0.7880056500434875,0.6269999742507935
9,0.6343554258346558,0.6972000002861023,0.8803420662879944,0.609000027179718
10,0.6330835819244385,0.7056000232696533,0.6659895181655884,0.7070000171661377
11,0.6074071526527405,0.7128000259399414,0.6542321443557739,0.7139999866485596
12,0.6116647124290466,0.7211999893188477,0.6586665511131287,0.7120000123977661
13,0.5839446187019348,0.7355999946594238,0.6400360465049744,0.7120000123977661
14,0.5723884701728821,0.7396000027656555,0.591055691242218,0.7379999756813049
15,0.5663813352584839,0.7465999722480774,0.5984790325164795,0.7440000176429749
16,0.5310755372047424,0.7621999979019165,0.5657802820205688,0.7390000224113464
17,0.5365952849388123,0.7657999992370605,0.7782992124557495,0.6830000281333923
18,0.5285429954528809,0.7649999856948853,0.6347039937973022,0.7260000109672546
19,0.5170532464981079,0.777400016784668,0.6859835386276245,0.6940000057220459
20,0.496550977230072,0.7832000255584717,0.5099564790725708,0.7680000066757202
21,0.5146141052246094,0.7734000086784363,0.6895636916160583,0.7239999771118164
22,0.4908348619937897,0.7878000140190125,0.6185176968574524,0.7540000081062317
23,0.46514755487442017,0.8027999997138977,0.5223418474197388,0.7820000052452087
24,0.45461586117744446,0.8113999962806702,0.4780883193016052,0.800000011920929
25,0.45882949233055115,0.800000011920929,0.5229910016059875,0.800000011920929
26,0.4370186924934387,0.8149999976158142,0.4951375722885132,0.7820000052452087
27,0.47344446182250977,0.8052104115486145,0.5272103548049927,0.7749999761581421
28,0.43583017587661743,0.8105999827384949,0.7855679392814636,0.6710000038146973
29,0.43294665217399597,0.817234456539154,0.8751747608184814,0.6710000038146973
